DateTime,Junction,Vehicles,ID,Day
2017-02-03 10:00:00,1,74,20170203101,Friday
2017-02-03 11:00:00,1,77,20170203111,Friday
2017-02-03 12:00:00,1,79,20170203121,Friday
2017-02-03 13:00:00,1,70,20170203131,Friday
2017-02-03 14:00:00,1,75,20170203141,Friday
2017-02-03 15:00:00,1,77,20170203151,Friday
2017-02-03 16:00:00,1,73,20170203161,Friday
2017-02-03 17:00:00,1,71,20170203171,Friday
2017-02-03 18:00:00,1,72,20170203181,Friday
2017-02-03 19:00:00,1,79,20170203191,Friday
2017-02-03 20:00:00,1,77,20170203201,Friday
2017-02-03 21:00:00,1,77,20170203211,Friday
2017-02-03 22:00:00,1,74,20170203221,Friday
2017-02-03 23:00:00,1,73,20170203231,Friday
2017-02-04 00:00:00,1,64,20170204001,Saturday
2017-02-04 01:00:00,1,55,20170204011,Saturday
2017-02-04 02:00:00,1,51,20170204021,Saturday
2017-02-04 03:00:00,1,41,20170204031,Saturday
2017-02-04 04:00:00,1,35,20170204041,Saturday
2017-02-04 05:00:00,1,32,20170204051,Saturday
2017-02-04 06:00:00,1,33,20170204061,Saturday
2017-02-04 07:00:00,1,35,20170204071,Saturday
2017-02-04 08:00:00,1,39,20170204081,Saturday
2017-02-04 09:00:00,1,43,20170204091,Saturday
2017-02-04 10:00:00,1,47,20170204101,Saturday
2017-02-04 11:00:00,1,51,20170204111,Saturday
2017-02-04 12:00:00,1,52,20170204121,Saturday
2017-02-04 13:00:00,1,48,20170204131,Saturday
2017-02-04 14:00:00,1,44,20170204141,Saturday
2017-02-04 15:00:00,1,44,20170204151,Saturday
2017-02-04 16:00:00,1,51,20170204161,Saturday
2017-02-04 17:00:00,1,47,20170204171,Saturday
2017-02-04 18:00:00,1,50,20170204181,Saturday
2017-02-04 19:00:00,1,59,20170204191,Saturday
2017-02-04 20:00:00,1,62,20170204201,Saturday
2017-02-04 21:00:00,1,64,20170204211,Saturday
2017-02-04 22:00:00,1,62,20170204221,Saturday
2017-02-04 23:00:00,1,59,20170204231,Saturday
2017-02-05 00:00:00,1,50,20170205001,Sunday
2017-02-05 01:00:00,1,41,20170205011,Sunday
2017-02-05 02:00:00,1,35,20170205021,Sunday
2017-02-05 03:00:00,1,33,20170205031,Sunday
2017-02-05 04:00:00,1,33,20170205041,Sunday
2017-02-05 05:00:00,1,31,20170205051,Sunday
2017-02-05 06:00:00,1,29,20170205061,Sunday
2017-02-05 07:00:00,1,33,20170205071,Sunday
2017-02-05 08:00:00,1,34,20170205081,Sunday
2017-02-05 09:00:00,1,44,20170205091,Sunday
2017-02-05 10:00:00,1,45,20170205101,Sunday
2017-02-05 11:00:00,1,43,20170205111,Sunday
2017-02-05 12:00:00,1,44,20170205121,Sunday
2017-02-05 13:00:00,1,46,20170205131,Sunday
2017-02-05 14:00:00,1,43,20170205141,Sunday
2017-02-05 15:00:00,1,46,20170205151,Sunday
2017-02-05 16:00:00,1,44,20170205161,Sunday
2017-02-05 17:00:00,1,44,20170205171,Sunday
2017-02-05 18:00:00,1,53,20170205181,Sunday
2017-02-05 19:00:00,1,58,20170205191,Sunday
2017-02-05 20:00:00,1,56,20170205201,Sunday
2017-02-05 21:00:00,1,63,20170205211,Sunday
2017-02-05 22:00:00,1,59,20170205221,Sunday
2017-02-05 23:00:00,1,61,20170205231,Sunday
2017-02-06 00:00:00,1,52,20170206001,Monday
2017-02-06 01:00:00,1,43,20170206011,Monday
2017-02-06 02:00:00,1,41,20170206021,Monday
2017-02-06 03:00:00,1,41,20170206031,Monday
2017-02-06 04:00:00,1,33,20170206041,Monday
2017-02-06 05:00:00,1,33,20170206051,Monday
2017-02-06 06:00:00,1,33,20170206061,Monday
2017-02-06 07:00:00,1,44,20170206071,Monday
2017-02-06 08:00:00,1,45,20170206081,Monday
2017-02-06 09:00:00,1,56,20170206091,Monday
2017-02-06 10:00:00,1,89,20170206101,Monday
2017-02-06 11:00:00,1,93,20170206111,Monday
2017-02-06 12:00:00,1,95,20170206121,Monday
2017-02-06 13:00:00,1,82,20170206131,Monday
2017-02-06 14:00:00,1,95,20170206141,Monday
2017-02-06 15:00:00,1,93,20170206151,Monday
2017-02-06 16:00:00,1,89,20170206161,Monday
2017-02-06 17:00:00,1,82,20170206171,Monday
2017-02-06 18:00:00,1,89,20170206181,Monday
2017-02-06 19:00:00,1,93,20170206191,Monday
2017-02-06 20:00:00,1,97,20170206201,Monday
2017-02-06 21:00:00,1,91,20170206211,Monday
2017-02-06 22:00:00,1,89,20170206221,Monday
2017-02-06 23:00:00,1,81,20170206231,Monday
2017-02-07 00:00:00,1,72,20170207001,Tuesday
2017-02-07 01:00:00,1,64,20170207011,Tuesday
2017-02-07 02:00:00,1,56,20170207021,Tuesday
2017-02-07 03:00:00,1,52,20170207031,Tuesday
2017-02-07 04:00:00,1,45,20170207041,Tuesday
2017-02-07 05:00:00,1,39,20170207051,Tuesday
2017-02-07 06:00:00,1,44,20170207061,Tuesday
2017-02-07 07:00:00,1,48,20170207071,Tuesday
2017-02-07 08:00:00,1,55,20170207081,Tuesday
2017-02-07 09:00:00,1,60,20170207091,Tuesday
2017-02-07 10:00:00,1,73,20170207101,Tuesday
2017-02-07 11:00:00,1,84,20170207111,Tuesday
2017-02-07 12:00:00,1,79,20170207121,Tuesday
2017-02-07 13:00:00,1,72,20170207131,Tuesday
2017-02-07 14:00:00,1,88,20170207141,Tuesday
2017-02-07 15:00:00,1,89,20170207151,Tuesday
2017-02-07 16:00:00,1,79,20170207161,Tuesday
2017-02-07 17:00:00,1,77,20170207171,Tuesday
2017-02-07 18:00:00,1,83,20170207181,Tuesday
2017-02-07 19:00:00,1,90,20170207191,Tuesday
2017-02-07 20:00:00,1,84,20170207201,Tuesday
2017-02-07 21:00:00,1,79,20170207211,Tuesday
2017-02-07 22:00:00,1,78,20170207221,Tuesday
2017-02-07 23:00:00,1,71,20170207231,Tuesday
2017-02-08 00:00:00,1,70,20170208001,Wednesday
2017-02-08 01:00:00,1,58,20170208011,Wednesday
2017-02-08 02:00:00,1,50,20170208021,Wednesday
2017-02-08 03:00:00,1,49,20170208031,Wednesday
2017-02-08 04:00:00,1,44,20170208041,Wednesday
2017-02-08 05:00:00,1,34,20170208051,Wednesday
2017-02-08 06:00:00,1,39,20170208061,Wednesday
2017-02-08 07:00:00,1,47,20170208071,Wednesday
2017-02-08 08:00:00,1,51,20170208081,Wednesday
2017-02-08 09:00:00,1,59,20170208091,Wednesday
2017-02-08 10:00:00,1,77,20170208101,Wednesday
2017-02-08 11:00:00,1,81,20170208111,Wednesday
2017-02-08 12:00:00,1,78,20170208121,Wednesday
2017-02-08 13:00:00,1,77,20170208131,Wednesday
2017-02-08 14:00:00,1,84,20170208141,Wednesday
2017-02-08 15:00:00,1,80,20170208151,Wednesday
2017-02-08 16:00:00,1,78,20170208161,Wednesday
2017-02-08 17:00:00,1,72,20170208171,Wednesday
2017-02-08 18:00:00,1,77,20170208181,Wednesday
2017-02-08 19:00:00,1,80,20170208191,Wednesday
2017-02-08 20:00:00,1,83,20170208201,Wednesday
2017-02-08 21:00:00,1,82,20170208211,Wednesday
2017-02-08 22:00:00,1,81,20170208221,Wednesday
2017-02-08 23:00:00,1,74,20170208231,Wednesday
2017-02-09 00:00:00,1,63,20170209001,Thursday
2017-02-09 01:00:00,1,57,20170209011,Thursday
2017-02-09 02:00:00,1,53,20170209021,Thursday
2017-02-09 03:00:00,1,49,20170209031,Thursday
2017-02-09 04:00:00,1,40,20170209041,Thursday
2017-02-09 05:00:00,1,35,20170209051,Thursday
2017-02-09 06:00:00,1,40,20170209061,Thursday
2017-02-09 07:00:00,1,45,20170209071,Thursday
2017-02-09 08:00:00,1,50,20170209081,Thursday
2017-02-09 09:00:00,1,57,20170209091,Thursday
2017-02-09 10:00:00,1,76,20170209101,Thursday
2017-02-09 11:00:00,1,105,20170209111,Thursday
2017-02-09 12:00:00,1,93,20170209121,Thursday
2017-02-09 13:00:00,1,81,20170209131,Thursday
2017-02-09 14:00:00,1,90,20170209141,Thursday
2017-02-09 15:00:00,1,86,20170209151,Thursday
2017-02-09 16:00:00,1,81,20170209161,Thursday
2017-02-09 17:00:00,1,77,20170209171,Thursday
2017-02-09 18:00:00,1,87,20170209181,Thursday
2017-02-09 19:00:00,1,95,20170209191,Thursday
2017-02-09 20:00:00,1,94,20170209201,Thursday
2017-02-09 21:00:00,1,92,20170209211,Thursday
2017-02-09 22:00:00,1,88,20170209221,Thursday
2017-02-09 23:00:00,1,74,20170209231,Thursday
2017-02-10 00:00:00,1,74,20170210001,Friday
2017-02-10 01:00:00,1,63,20170210011,Friday
2017-02-10 02:00:00,1,53,20170210021,Friday
2017-02-10 03:00:00,1,50,20170210031,Friday
2017-02-10 04:00:00,1,44,20170210041,Friday
2017-02-10 05:00:00,1,40,20170210051,Friday
2017-02-10 06:00:00,1,44,20170210061,Friday
2017-02-10 07:00:00,1,46,20170210071,Friday
2017-02-10 08:00:00,1,51,20170210081,Friday
2017-02-10 09:00:00,1,64,20170210091,Friday
2017-02-10 10:00:00,1,76,20170210101,Friday
2017-02-10 11:00:00,1,85,20170210111,Friday
2017-02-10 12:00:00,1,80,20170210121,Friday
2017-02-10 13:00:00,1,71,20170210131,Friday
2017-02-10 14:00:00,1,79,20170210141,Friday
2017-02-10 15:00:00,1,79,20170210151,Friday
2017-02-10 16:00:00,1,73,20170210161,Friday
2017-02-10 17:00:00,1,68,20170210171,Friday
2017-02-10 18:00:00,1,68,20170210181,Friday
2017-02-10 19:00:00,1,77,20170210191,Friday
2017-02-10 20:00:00,1,78,20170210201,Friday
2017-02-10 21:00:00,1,81,20170210211,Friday
2017-02-10 22:00:00,1,80,20170210221,Friday
2017-02-10 23:00:00,1,70,20170210231,Friday
2017-02-11 00:00:00,1,64,20170211001,Saturday
2017-02-11 01:00:00,1,56,20170211011,Saturday
2017-02-11 02:00:00,1,47,20170211021,Saturday
2017-02-11 03:00:00,1,42,20170211031,Saturday
2017-02-11 04:00:00,1,35,20170211041,Saturday
2017-02-11 05:00:00,1,31,20170211051,Saturday
2017-02-11 06:00:00,1,29,20170211061,Saturday
2017-02-11 07:00:00,1,32,20170211071,Saturday
2017-02-11 08:00:00,1,30,20170211081,Saturday
2017-02-11 09:00:00,1,41,20170211091,Saturday
2017-02-11 10:00:00,1,44,20170211101,Saturday
2017-02-11 11:00:00,1,46,20170211111,Saturday
2017-02-11 12:00:00,1,44,20170211121,Saturday
2017-02-11 13:00:00,1,41,20170211131,Saturday
2017-02-11 14:00:00,1,40,20170211141,Saturday
2017-02-11 15:00:00,1,45,20170211151,Saturday
2017-02-11 16:00:00,1,41,20170211161,Saturday
2017-02-11 17:00:00,1,43,20170211171,Saturday
2017-02-11 18:00:00,1,45,20170211181,Saturday
2017-02-11 19:00:00,1,54,20170211191,Saturday
2017-02-11 20:00:00,1,56,20170211201,Saturday
2017-02-11 21:00:00,1,57,20170211211,Saturday
2017-02-11 22:00:00,1,56,20170211221,Saturday
2017-02-11 23:00:00,1,52,20170211231,Saturday
2017-02-12 00:00:00,1,43,20170212001,Sunday
2017-02-12 01:00:00,1,37,20170212011,Sunday
2017-02-12 02:00:00,1,37,20170212021,Sunday
2017-02-12 03:00:00,1,32,20170212031,Sunday
2017-02-12 04:00:00,1,31,20170212041,Sunday
2017-02-12 05:00:00,1,26,20170212051,Sunday
2017-02-12 06:00:00,1,26,20170212061,Sunday
2017-02-12 07:00:00,1,27,20170212071,Sunday
2017-02-12 08:00:00,1,31,20170212081,Sunday
2017-02-12 09:00:00,1,40,20170212091,Sunday
2017-02-12 10:00:00,1,41,20170212101,Sunday
2017-02-12 11:00:00,1,48,20170212111,Sunday
2017-02-12 12:00:00,1,44,20170212121,Sunday
2017-02-12 13:00:00,1,41,20170212131,Sunday
2017-02-12 14:00:00,1,42,20170212141,Sunday
2017-02-12 15:00:00,1,44,20170212151,Sunday
2017-02-12 16:00:00,1,44,20170212161,Sunday
2017-02-12 17:00:00,1,47,20170212171,Sunday
2017-02-12 18:00:00,1,50,20170212181,Sunday
2017-02-12 19:00:00,1,57,20170212191,Sunday
2017-02-12 20:00:00,1,55,20170212201,Sunday
2017-02-12 21:00:00,1,59,20170212211,Sunday
2017-02-12 22:00:00,1,62,20170212221,Sunday
2017-02-12 23:00:00,1,58,20170212231,Sunday
2017-02-13 00:00:00,1,51,20170213001,Monday
2017-02-13 01:00:00,1,47,20170213011,Monday
2017-02-13 02:00:00,1,41,20170213021,Monday
2017-02-13 03:00:00,1,40,20170213031,Monday
2017-02-13 04:00:00,1,37,20170213041,Monday
2017-02-13 05:00:00,1,37,20170213051,Monday
2017-02-13 06:00:00,1,40,20170213061,Monday
2017-02-13 07:00:00,1,47,20170213071,Monday
2017-02-13 08:00:00,1,46,20170213081,Monday
2017-02-13 09:00:00,1,57,20170213091,Monday
2017-02-13 10:00:00,1,85,20170213101,Monday
2017-02-13 11:00:00,1,96,20170213111,Monday
2017-02-13 12:00:00,1,88,20170213121,Monday
2017-02-13 13:00:00,1,80,20170213131,Monday
2017-02-13 14:00:00,1,143,20170213141,Monday
2017-02-13 15:00:00,1,134,20170213151,Monday
2017-02-13 16:00:00,1,134,20170213161,Monday
2017-02-13 17:00:00,1,135,20170213171,Monday
2017-02-13 18:00:00,1,141,20170213181,Monday
2017-02-13 19:00:00,1,156,20170213191,Monday
2017-02-13 20:00:00,1,110,20170213201,Monday
2017-02-13 21:00:00,1,96,20170213211,Monday
2017-02-13 22:00:00,1,85,20170213221,Monday
2017-02-13 23:00:00,1,76,20170213231,Monday
2017-02-14 00:00:00,1,67,20170214001,Tuesday
2017-02-14 01:00:00,1,59,20170214011,Tuesday
2017-02-14 02:00:00,1,53,20170214021,Tuesday
2017-02-14 03:00:00,1,48,20170214031,Tuesday
2017-02-14 04:00:00,1,41,20170214041,Tuesday
2017-02-14 05:00:00,1,39,20170214051,Tuesday
2017-02-14 06:00:00,1,35,20170214061,Tuesday
2017-02-14 07:00:00,1,44,20170214071,Tuesday
2017-02-14 08:00:00,1,46,20170214081,Tuesday
2017-02-14 09:00:00,1,55,20170214091,Tuesday
2017-02-14 10:00:00,1,71,20170214101,Tuesday
2017-02-14 11:00:00,1,76,20170214111,Tuesday
2017-02-14 12:00:00,1,76,20170214121,Tuesday
2017-02-14 13:00:00,1,67,20170214131,Tuesday
2017-02-14 14:00:00,1,80,20170214141,Tuesday
2017-02-14 15:00:00,1,79,20170214151,Tuesday
2017-02-14 16:00:00,1,75,20170214161,Tuesday
2017-02-14 17:00:00,1,77,20170214171,Tuesday
2017-02-14 18:00:00,1,73,20170214181,Tuesday
2017-02-14 19:00:00,1,80,20170214191,Tuesday
2017-02-14 20:00:00,1,79,20170214201,Tuesday
2017-02-14 21:00:00,1,73,20170214211,Tuesday
2017-02-14 22:00:00,1,76,20170214221,Tuesday
2017-02-14 23:00:00,1,65,20170214231,Tuesday
2017-02-15 00:00:00,1,68,20170215001,Wednesday
2017-02-15 01:00:00,1,56,20170215011,Wednesday
2017-02-15 02:00:00,1,50,20170215021,Wednesday
2017-02-15 03:00:00,1,47,20170215031,Wednesday
2017-02-15 04:00:00,1,37,20170215041,Wednesday
2017-02-15 05:00:00,1,35,20170215051,Wednesday
2017-02-15 06:00:00,1,34,20170215061,Wednesday
2017-02-15 07:00:00,1,42,20170215071,Wednesday
2017-02-15 08:00:00,1,45,20170215081,Wednesday
2017-02-15 09:00:00,1,54,20170215091,Wednesday
2017-02-15 10:00:00,1,82,20170215101,Wednesday
2017-02-15 11:00:00,1,85,20170215111,Wednesday
2017-02-15 12:00:00,1,86,20170215121,Wednesday
2017-02-15 13:00:00,1,75,20170215131,Wednesday
2017-02-15 14:00:00,1,82,20170215141,Wednesday
2017-02-15 15:00:00,1,85,20170215151,Wednesday
2017-02-15 16:00:00,1,77,20170215161,Wednesday
2017-02-15 17:00:00,1,73,20170215171,Wednesday
2017-02-15 18:00:00,1,79,20170215181,Wednesday
2017-02-15 19:00:00,1,82,20170215191,Wednesday
2017-02-15 20:00:00,1,83,20170215201,Wednesday
2017-02-15 21:00:00,1,83,20170215211,Wednesday
2017-02-15 22:00:00,1,82,20170215221,Wednesday
2017-02-15 23:00:00,1,73,20170215231,Wednesday
2017-02-16 00:00:00,1,69,20170216001,Thursday
2017-02-16 01:00:00,1,55,20170216011,Thursday
2017-02-16 02:00:00,1,53,20170216021,Thursday
2017-02-16 03:00:00,1,47,20170216031,Thursday
2017-02-16 04:00:00,1,38,20170216041,Thursday
2017-02-16 05:00:00,1,39,20170216051,Thursday
2017-02-16 06:00:00,1,42,20170216061,Thursday
2017-02-16 07:00:00,1,46,20170216071,Thursday
2017-02-16 08:00:00,1,48,20170216081,Thursday
2017-02-16 09:00:00,1,57,20170216091,Thursday
2017-02-16 10:00:00,1,67,20170216101,Thursday
2017-02-16 11:00:00,1,81,20170216111,Thursday
2017-02-16 12:00:00,1,76,20170216121,Thursday
2017-02-16 13:00:00,1,70,20170216131,Thursday
2017-02-16 14:00:00,1,79,20170216141,Thursday
2017-02-16 15:00:00,1,80,20170216151,Thursday
2017-02-16 16:00:00,1,74,20170216161,Thursday
2017-02-16 17:00:00,1,69,20170216171,Thursday
2017-02-16 18:00:00,1,68,20170216181,Thursday
2017-02-16 19:00:00,1,81,20170216191,Thursday
2017-02-16 20:00:00,1,84,20170216201,Thursday
2017-02-16 21:00:00,1,86,20170216211,Thursday
2017-02-16 22:00:00,1,79,20170216221,Thursday
2017-02-16 23:00:00,1,73,20170216231,Thursday
2017-02-17 00:00:00,1,67,20170217001,Friday
2017-02-17 01:00:00,1,56,20170217011,Friday
2017-02-17 02:00:00,1,51,20170217021,Friday
2017-02-17 03:00:00,1,47,20170217031,Friday
2017-02-17 04:00:00,1,41,20170217041,Friday
2017-02-17 05:00:00,1,32,20170217051,Friday
2017-02-17 06:00:00,1,37,20170217061,Friday
2017-02-17 07:00:00,1,46,20170217071,Friday
2017-02-17 08:00:00,1,42,20170217081,Friday
2017-02-17 09:00:00,1,50,20170217091,Friday
2017-02-17 10:00:00,1,62,20170217101,Friday
2017-02-17 11:00:00,1,72,20170217111,Friday
2017-02-17 12:00:00,1,80,20170217121,Friday
2017-02-17 13:00:00,1,71,20170217131,Friday
2017-02-17 14:00:00,1,72,20170217141,Friday
2017-02-17 15:00:00,1,71,20170217151,Friday
2017-02-17 16:00:00,1,67,20170217161,Friday
2017-02-17 17:00:00,1,67,20170217171,Friday
2017-02-17 18:00:00,1,76,20170217181,Friday
2017-02-17 19:00:00,1,79,20170217191,Friday
2017-02-17 20:00:00,1,82,20170217201,Friday
2017-02-17 21:00:00,1,79,20170217211,Friday
2017-02-17 22:00:00,1,67,20170217221,Friday
2017-02-17 23:00:00,1,67,20170217231,Friday
2017-02-18 00:00:00,1,60,20170218001,Saturday
2017-02-18 01:00:00,1,54,20170218011,Saturday
2017-02-18 02:00:00,1,47,20170218021,Saturday
2017-02-18 03:00:00,1,42,20170218031,Saturday
2017-02-18 04:00:00,1,35,20170218041,Saturday
2017-02-18 05:00:00,1,33,20170218051,Saturday
2017-02-18 06:00:00,1,33,20170218061,Saturday
2017-02-18 07:00:00,1,33,20170218071,Saturday
2017-02-18 08:00:00,1,42,20170218081,Saturday
2017-02-18 09:00:00,1,41,20170218091,Saturday
2017-02-18 10:00:00,1,69,20170218101,Saturday
2017-02-18 11:00:00,1,64,20170218111,Saturday
2017-02-18 12:00:00,1,57,20170218121,Saturday
2017-02-18 13:00:00,1,55,20170218131,Saturday
2017-02-18 14:00:00,1,53,20170218141,Saturday
2017-02-18 15:00:00,1,53,20170218151,Saturday
2017-02-18 16:00:00,1,49,20170218161,Saturday
2017-02-18 17:00:00,1,54,20170218171,Saturday
2017-02-18 18:00:00,1,55,20170218181,Saturday
2017-02-18 19:00:00,1,59,20170218191,Saturday
2017-02-18 20:00:00,1,63,20170218201,Saturday
2017-02-18 21:00:00,1,59,20170218211,Saturday
2017-02-18 22:00:00,1,57,20170218221,Saturday
2017-02-18 23:00:00,1,59,20170218231,Saturday
2017-02-19 00:00:00,1,55,20170219001,Sunday
2017-02-19 01:00:00,1,44,20170219011,Sunday
2017-02-19 02:00:00,1,36,20170219021,Sunday
2017-02-19 03:00:00,1,37,20170219031,Sunday
2017-02-19 04:00:00,1,31,20170219041,Sunday
2017-02-19 05:00:00,1,29,20170219051,Sunday
2017-02-19 06:00:00,1,31,20170219061,Sunday
2017-02-19 07:00:00,1,31,20170219071,Sunday
2017-02-19 08:00:00,1,35,20170219081,Sunday
2017-02-19 09:00:00,1,45,20170219091,Sunday
2017-02-19 10:00:00,1,52,20170219101,Sunday
2017-02-19 11:00:00,1,46,20170219111,Sunday
2017-02-19 12:00:00,1,49,20170219121,Sunday
2017-02-19 13:00:00,1,49,20170219131,Sunday
2017-02-19 14:00:00,1,44,20170219141,Sunday
2017-02-19 15:00:00,1,45,20170219151,Sunday
2017-02-19 16:00:00,1,46,20170219161,Sunday
2017-02-19 17:00:00,1,50,20170219171,Sunday
2017-02-19 18:00:00,1,52,20170219181,Sunday
2017-02-19 19:00:00,1,61,20170219191,Sunday
2017-02-19 20:00:00,1,57,20170219201,Sunday
2017-02-19 21:00:00,1,61,20170219211,Sunday
2017-02-19 22:00:00,1,62,20170219221,Sunday
2017-02-19 23:00:00,1,59,20170219231,Sunday
2017-02-20 00:00:00,1,50,20170220001,Monday
2017-02-20 01:00:00,1,42,20170220011,Monday
2017-02-20 02:00:00,1,46,20170220021,Monday
2017-02-20 03:00:00,1,39,20170220031,Monday
2017-02-20 04:00:00,1,35,20170220041,Monday
2017-02-20 05:00:00,1,36,20170220051,Monday
2017-02-20 06:00:00,1,41,20170220061,Monday
2017-02-20 07:00:00,1,47,20170220071,Monday
2017-02-20 08:00:00,1,46,20170220081,Monday
2017-02-20 09:00:00,1,61,20170220091,Monday
2017-02-20 10:00:00,1,72,20170220101,Monday
2017-02-20 11:00:00,1,84,20170220111,Monday
2017-02-20 12:00:00,1,102,20170220121,Monday
2017-02-20 13:00:00,1,88,20170220131,Monday
2017-02-20 14:00:00,1,99,20170220141,Monday
2017-02-20 15:00:00,1,103,20170220151,Monday
2017-02-20 16:00:00,1,89,20170220161,Monday
2017-02-20 17:00:00,1,86,20170220171,Monday
2017-02-20 18:00:00,1,90,20170220181,Monday
2017-02-20 19:00:00,1,98,20170220191,Monday
2017-02-20 20:00:00,1,95,20170220201,Monday
2017-02-20 21:00:00,1,94,20170220211,Monday
2017-02-20 22:00:00,1,90,20170220221,Monday
2017-02-20 23:00:00,1,81,20170220231,Monday
2017-02-21 00:00:00,1,67,20170221001,Tuesday
2017-02-21 01:00:00,1,60,20170221011,Tuesday
2017-02-21 02:00:00,1,52,20170221021,Tuesday
2017-02-21 03:00:00,1,52,20170221031,Tuesday
2017-02-21 04:00:00,1,45,20170221041,Tuesday
2017-02-21 05:00:00,1,42,20170221051,Tuesday
2017-02-21 06:00:00,1,43,20170221061,Tuesday
2017-02-21 07:00:00,1,48,20170221071,Tuesday
2017-02-21 08:00:00,1,54,20170221081,Tuesday
2017-02-21 09:00:00,1,64,20170221091,Tuesday
2017-02-21 10:00:00,1,78,20170221101,Tuesday
2017-02-21 11:00:00,1,93,20170221111,Tuesday
2017-02-21 12:00:00,1,92,20170221121,Tuesday
2017-02-21 13:00:00,1,76,20170221131,Tuesday
2017-02-21 14:00:00,1,91,20170221141,Tuesday
2017-02-21 15:00:00,1,90,20170221151,Tuesday
2017-02-21 16:00:00,1,87,20170221161,Tuesday
2017-02-21 17:00:00,1,83,20170221171,Tuesday
2017-02-21 18:00:00,1,81,20170221181,Tuesday
2017-02-21 19:00:00,1,89,20170221191,Tuesday
2017-02-21 20:00:00,1,90,20170221201,Tuesday
2017-02-21 21:00:00,1,90,20170221211,Tuesday
2017-02-21 22:00:00,1,85,20170221221,Tuesday
2017-02-21 23:00:00,1,81,20170221231,Tuesday
2017-02-22 00:00:00,1,75,20170222001,Wednesday
2017-02-22 01:00:00,1,62,20170222011,Wednesday
2017-02-22 02:00:00,1,56,20170222021,Wednesday
2017-02-22 03:00:00,1,55,20170222031,Wednesday
2017-02-22 04:00:00,1,42,20170222041,Wednesday
2017-02-22 05:00:00,1,38,20170222051,Wednesday
2017-02-22 06:00:00,1,43,20170222061,Wednesday
2017-02-22 07:00:00,1,47,20170222071,Wednesday
2017-02-22 08:00:00,1,50,20170222081,Wednesday
2017-02-22 09:00:00,1,61,20170222091,Wednesday
2017-02-22 10:00:00,1,71,20170222101,Wednesday
2017-02-22 11:00:00,1,80,20170222111,Wednesday
